6,9,5
5,9,10
9,3,10
10,3,2
5,10,1
1,10,11
11,10,2
11,2,0
25,26,6
25,6,5
24,25,5
24,5,1
3,28,2
2,28,29
0,2,29
0,29,27
29,28,14
29,14,23
27,29,23
27,23,13
23,14,21
23,21,20
13,23,20
13,20,19
20,21,16
20,16,22
19,20,22
19,22,12
22,16,26
22,26,25
12,22,25
12,25,24
1,11,30
11,0,30
0,27,30
27,13,30
13,19,30
19,12,30
12,24,30
24,1,30
4,7,8
6,7,9
4,3,9
15,18,17
14,15,21
21,17,16
